case_number,location,total_occupants,total_units,licence_commenced,licence_expires,licence_expires_date,is_active,normalized_address,postcode,house_number,street_name
24/02932/HMOMAN,"40 Herschel Crescent, OX4 3TS",5.0,,2024-10-12,2025-10-11,2025-10-11,True,"40 Herschel Crescent, Ox4 3Ts",OX4 3TS,40,Herschel Crescent
24/02933/HMOADD,"31 Milton Road, OX4 3EF",4.0,,2024-10-19,2026-10-18,2026-10-18,True,"31 Milton Road, Ox4 3Ef",OX4 3EF,31,Milton rd
24/02934/HMOMAN,"97 Oliver Road, OX4 2JH",5.0,5.0,2024-10-09,2025-10-20,2025-10-20,True,"97 Oliver Road, Ox4 2Jh",OX4 2JH,97,Oliver rd
24/02935/HMOMAN,"41 Boundary Brook Road, OX4 4AL",5.0,5.0,2024-10-02,2025-11-10,2025-11-10,True,"41 Boundary Brook Road, Ox4 4Al",OX4 4AL,41,Boundary Brook rd
24/02936/HMOMAN,"7 Hampden Road, OX4 3LW",6.0,,2024-10-27,2025-12-01,2025-12-01,True,"7 Hampden Road, Ox4 3Lw",OX4 3LW,7,Hampden rd
24/02937/HMOADD,"35 Grays Road, OX3 7PZ",4.0,4.0,2024-10-17,2025-10-16,2025-10-16,True,"35 Grays Road, Ox3 7Pz",OX3 7PZ,35,Grays rd
24/02946/HMOADD,"61 Grays Road, Headington, OX3 7PZ",4.0,4.0,2024-11-29,2026-11-28,2026-11-28,True,"61 Grays Road, Headington, Ox3 7Pz",OX3 7PZ,61,Grays rd
24/02964/HMOMAN,"69 Horspath Road, OX4 2QW",5.0,5.0,2024-11-13,2025-11-12,2025-11-12,True,"69 Horspath Road, Ox4 2Qw",OX4 2QW,69,Horspath rd
24/02966/HMOADD,"74 Wilkins Road, OX4 2JB",4.0,,2024-11-21,2025-11-20,2025-11-20,True,"74 Wilkins Road, Ox4 2Jb",OX4 2JB,74,Wilkins rd
24/02975/HMOADD,"76 Wilkins Road, OX4 2JB",4.0,4.0,2024-11-28,2025-11-27,2025-11-27,True,"76 Wilkins Road, Ox4 2Jb",OX4 2JB,76,Wilkins rd
24/02977/HMOMAN,"124 Waynflete Road, Headington, OX3 8BN",7.0,5.0,2024-11-28,2025-11-27,2025-11-27,True,"124 Waynflete Road, Headington, Ox3 8Bn",OX3 8BN,124,Waynflete rd
24/02985/HMOMAN,"7 Horspath Road, OX4 2QL",6.0,2.0,2024-11-28,2025-11-27,2025-11-27,True,"7 Horspath Road, Ox4 2Ql",OX4 2QL,7,Horspath rd
24/03010/HMOMAN,"10 Stanley Road, OX4 1QZ",12.0,7.0,2024-07-06,2029-07-05,2029-07-05,True,"10 Stanley Road, Ox4 1Qz",OX4 1QZ,10,Stanley rd
24/03015/HMOADD,"25 Oxford Road, Cowley, OX4 2EN",4.0,4.0,2024-11-19,2025-11-18,2025-11-18,True,"25 Oxford Road, Cowley, Ox4 2En",OX4 2EN,25,Oxford rd
24/03054/HMOMAN,"6 Minster Road, OX4 1LX",5.0,4.0,2021-01-30,2026-01-29,2026-01-29,True,"6 Minster Road, Ox4 1Lx",OX4 1LX,6,Minster rd
24/03055/HMOMAN,"1 Crown Street, OX4 1QG",5.0,5.0,2021-02-20,2026-02-19,2026-02-19,True,"1 Crown Street, Ox4 1Qg",OX4 1QG,1,Crown st
24/03056/HMOMAN,"9 Southfield Road, OX4 1NX",7.0,,2021-07-21,2026-01-23,2026-01-23,True,"9 Southfield Road, Ox4 1Nx",OX4 1NX,9,Southfield rd
24/03059/HMOADD,"198 Divinity Road, OX4 1LS",4.0,,2023-09-03,2028-09-03,2028-09-03,True,"198 Divinity Road, Ox4 1Ls",OX4 1LS,198,Divinity rd
24/03071/HMOADD,"75 Oliver Road, OX4 2JH",4.0,,2025-01-28,2026-01-27,2026-01-27,True,"75 Oliver Road, Ox4 2Jh",OX4 2JH,75,Oliver rd
24/03075/HMOMAN,"83 Abingdon Road, OX1 4PR",5.0,5.0,2024-10-01,2025-09-30,2025-09-30,True,"83 Abingdon Road, Ox1 4Pr",OX1 4PR,83,Abingdon rd
24/03098/HMOMAN,"Almero Student The Park, Horspath Driftway, OX3 7FJ",350.0,350.0,2024-08-01,2025-07-31,2025-07-31,False,"Almero Student The Park, Horspath Driftway, Ox3 7Fj",OX3 7FJ,,Almero Student The Park
24/03109/HMOMAN,"52 Divinity Road, OX4 1LJ",6.0,5.0,2024-11-25,2026-11-24,2026-11-24,True,"52 Divinity Road, Ox4 1Lj",OX4 1LJ,52,Divinity rd
24/03119/HMOMAN,"17 Horspath Road, OX4 2QL",6.0,6.0,2024-11-26,2025-11-25,2025-11-25,True,"17 Horspath Road, Ox4 2Ql",OX4 2QL,17,Horspath rd
24/03144/HMOMAN,"57 Botley Road, OX2 0BP",5.0,4.0,2025-02-25,2026-02-24,2026-02-24,True,"57 Botley Road, Ox2 0Bp",OX2 0BP,57,Botley rd
24/03145/HMOADD,"64 Cumberland Road, OX4 2DA",3.0,3.0,2025-01-22,2026-01-21,2026-01-21,True,"64 Cumberland Road, Ox4 2Da",OX4 2DA,64,Cumberland rd
24/03146/HMOMAN,"4 Cardwell Crescent, OX3 7QE",5.0,5.0,2025-01-02,2026-01-01,2026-01-01,True,"4 Cardwell Crescent, Ox3 7Qe",OX3 7QE,4,Cardwell Crescent
24/03153/HMOADD,"8 Marsh Lane, Headington, OX3 0NF",3.0,3.0,2025-02-13,2026-02-12,2026-02-12,True,"8 Marsh Lane, Headington, Ox3 0Nf",OX3 0NF,8,Marsh ln
24/03162/HMOMAN,"76 James Street, OX4 1EX",5.0,5.0,2024-11-20,2025-11-19,2025-11-19,True,"76 James Street, Ox4 1Ex",OX4 1EX,76,James st
24/03183/HMOMAN,"77 Church Cowley Road, OX4 3JS",5.0,5.0,2024-11-18,2025-11-17,2025-11-17,True,"77 Church Cowley Road, Ox4 3Js",OX4 3JS,77,Church Cowley rd
24/03189/HMOMAN,"64 Valentia Road, OX3 7PW",10.0,8.0,2025-02-03,2027-03-16,2027-03-16,True,"64 Valentia Road, Ox3 7Pw",OX3 7PW,64,Valentia rd
24/03219/HMOADD,"79 Venneit Close, OX1 1HY",3.0,3.0,2025-05-21,2026-05-20,2026-05-20,True,"79 Venneit Close, Ox1 1Hy",OX1 1HY,79,Venneit cl
24/03227/HMOADD,"62 Grays Road, Headington, OX3 7PY",4.0,4.0,2024-02-06,2026-02-05,2026-02-05,True,"62 Grays Road, Headington, Ox3 7Py",OX3 7PY,62,Grays rd
24/03232/HMOMAN,"354 Iffley Road, OX4 4AT",6.0,6.0,2025-02-20,2026-02-19,2026-02-19,True,"354 Iffley Road, Ox4 4At",OX4 4AT,354,Iffley rd
24/03233/HMOMAN,"182 Hollow Way, OX4 2PP",6.0,6.0,2024-12-05,2025-12-04,2025-12-04,True,"182 Hollow Way, Ox4 2Pp",OX4 2PP,182,Hollow Way
24/03234/HMOMAN,"44 Windmill Road, OX3 7BX",5.0,5.0,2025-01-31,2030-01-30,2030-01-30,True,"44 Windmill Road, Ox3 7Bx",OX3 7BX,44,Windmill rd
24/03236/HMOMAN,"9 Pembroke Street, OX1 1BP",10.0,7.0,2025-01-22,2026-01-21,2026-01-21,True,"9 Pembroke Street, Ox1 1Bp",OX1 1BP,9,Pembroke st
24/03246/HMOADD,"424 Marston Road, OX3 0JE",3.0,3.0,2024-11-11,2025-11-10,2025-11-10,True,"424 Marston Road, Ox3 0Je",OX3 0JE,424,Marston rd
24/03253/HMOMAN,"22 Jersey Road, OX4 4RT",5.0,5.0,2024-11-25,2026-11-24,2026-11-24,True,"22 Jersey Road, Ox4 4Rt",OX4 4RT,22,Jersey rd
24/03254/HMOADD,"9 Catherine Street, OX4 3AQ",4.0,4.0,2024-11-20,2025-11-19,2025-11-19,True,"9 Catherine Street, Ox4 3Aq",OX4 3AQ,9,Catherine st
24/03255/HMOCBF,"58 Morrell Avenue, OX4 1ND",7.0,4.0,2024-11-09,2025-11-08,2025-11-08,True,"58 Morrell Avenue, Ox4 1Nd",OX4 1ND,58,Morrell ave
24/03258/HMOCBF,"38 Cricket Road, OX4 3DQ",6.0,2.0,2024-11-06,2025-11-05,2025-11-05,True,"38 Cricket Road, Ox4 3Dq",OX4 3DQ,38,Cricket rd
24/03261/HMOCBF,"36 Cricket Road, OX4 3DQ",7.0,2.0,2024-11-07,2025-11-06,2025-11-06,True,"36 Cricket Road, Ox4 3Dq",OX4 3DQ,36,Cricket rd
24/03262/HMOCBF,"49 Ridgefield Road, OX4 3BX",20.0,7.0,2024-11-30,2025-11-29,2025-11-29,True,"49 Ridgefield Road, Ox4 3Bx",OX4 3BX,49,Ridgefield rd
24/03263/HMOMAN,"22 Donnington Bridge Road, OX4 4AX",6.0,6.0,2024-11-22,2025-11-21,2025-11-21,True,"22 Donnington Bridge Road, Ox4 4Ax",OX4 4AX,22,Donnington Bridge rd
24/03265/HMOMAN,"13 Crescent Close, OX4 2NU",6.0,6.0,2024-11-29,2025-11-28,2025-11-28,True,"13 Crescent Close, Ox4 2Nu",OX4 2NU,13,Crescent cl
24/03266/HMOMAN,"22 Bateman Street, Headington, OX3 7BG",9.0,7.0,2024-11-05,2025-11-04,2025-11-04,True,"22 Bateman Street, Headington, Ox3 7Bg",OX3 7BG,22,Bateman st
24/03268/HMOADD,"12 Brocklesby Road, OX4 4QJ",4.0,4.0,2024-11-29,2029-11-28,2029-11-28,True,"12 Brocklesby Road, Ox4 4Qj",OX4 4QJ,12,Brocklesby rd
24/03269/HMOMAN,"7 Divinity Road, OX4 1LH",6.0,6.0,2024-12-01,2026-11-30,2026-11-30,True,"7 Divinity Road, Ox4 1Lh",OX4 1LH,7,Divinity rd
24/03271/HMOMAN,"333 Cowley Road, OX4 2BP",7.0,7.0,2024-11-29,2026-11-28,2026-11-28,True,"333 Cowley Road, Ox4 2Bp",OX4 2BP,333,Cowley rd
24/03272/HMOADD,"12 Holyoake Road, OX3 8AE",4.0,4.0,2024-11-22,2026-11-21,2026-11-21,True,"12 Holyoake Road, Ox3 8Ae",OX3 8AE,12,Holyoake rd
24/03273/HMOADD,"71 Ridgefield Road, OX4 3BX",4.0,4.0,2024-11-15,2025-11-14,2025-11-14,True,"71 Ridgefield Road, Ox4 3Bx",OX4 3BX,71,Ridgefield rd
24/03275/HMOMAN,"36 Bartlemas Road, OX4 1XX",6.0,6.0,2024-11-09,2026-11-08,2026-11-08,True,"36 Bartlemas Road, Ox4 1Xx",OX4 1XX,36,Bartlemas rd
24/03279/HMOMAN,"7 Dynham Place, OX3 7NL",5.0,,2024-11-04,2025-11-03,2025-11-03,True,"7 Dynham Place, Ox3 7Nl",OX3 7NL,7,Dynham pl
24/03281/HMOMAN,"15 Reliance Way, OX4 2FU",6.0,6.0,2024-11-11,2025-12-26,2025-12-26,True,"15 Reliance Way, Ox4 2Fu",OX4 2FU,15,Reliance Way
24/03283/HMOADD,"12 Cosin Close, OX4 1GD",4.0,4.0,2024-11-29,2025-11-28,2025-11-28,True,"12 Cosin Close, Ox4 1Gd",OX4 1GD,12,Cosin cl
24/03285/HMOMAN,"44 Divinity Road, OX4 1LJ",8.0,8.0,2024-11-14,2025-11-13,2025-11-13,True,"44 Divinity Road, Ox4 1Lj",OX4 1LJ,44,Divinity rd
24/03288/HMOMAN,"2 Divinity Road, OX4 1LJ",6.0,6.0,2024-11-28,2027-01-28,2027-01-28,True,"2 Divinity Road, Ox4 1Lj",OX4 1LJ,2,Divinity rd
24/03290/HMOADD,"24 Dynham Place, OX3 7NL",4.0,4.0,2024-11-28,2026-07-29,2026-07-29,True,"24 Dynham Place, Ox3 7Nl",OX3 7NL,24,Dynham pl
24/03291/HMOMAN,"41 Boulter Street, OX4 1AX",5.0,4.0,2024-11-29,2026-11-28,2026-11-28,True,"41 Boulter Street, Ox4 1Ax",OX4 1AX,41,Boulter st
24/03292/HMOMAN,"37 Grays Road, OX3 7PZ",6.0,6.0,2024-11-12,2025-12-26,2025-12-26,True,"37 Grays Road, Ox3 7Pz",OX3 7PZ,37,Grays rd
24/03293/HMOMAN,"3 Gardiner Street, OX3 7AW",5.0,5.0,2024-11-27,2026-01-07,2026-01-07,True,"3 Gardiner Street, Ox3 7Aw",OX3 7AW,3,Gardiner st
24/03294/HMOMAN,"4A Hayfield Road, OX2 6TT",5.0,3.0,2024-11-27,2027-01-04,2027-01-04,True,"4A Hayfield Road, Ox2 6Tt",OX2 6TT,4A,Hayfield rd
24/03295/HMOMAN,"61A St Clement's Street, OX4 1AH",6.0,6.0,2024-11-10,2025-11-09,2025-11-09,True,"61A St Clement'S Street, Ox4 1Ah",OX4 1AH,61A,st Clement'S st
24/03296/HMOMAN,"2 Cranston Court, Rose Hill, OX4 4HR",5.0,4.0,2024-11-30,2025-11-29,2025-11-29,True,"2 Cranston Court, Rose Hill, Ox4 4Hr",OX4 4HR,2,Cranston ct
24/03297/HMOCBF,"12 Leys Place, OX4 3DE",8.0,2.0,2024-11-02,2025-12-27,2025-12-27,True,"12 Leys Place, Ox4 3De",OX4 3DE,12,Leys pl
24/03298/HMOADD,"5 Oxford Road, Cowley, OX4 2EN",4.0,4.0,2024-11-07,2026-01-05,2026-01-05,True,"5 Oxford Road, Cowley, Ox4 2En",OX4 2EN,5,Oxford rd
24/03299/HMOADD,"23 Leopold Street, OX4 1PS",4.0,4.0,2024-11-11,2026-12-19,2026-12-19,True,"23 Leopold Street, Ox4 1Ps",OX4 1PS,23,Leopold st
24/03301/HMOMAN,"3A King's Cross Road, OX2 7EU",5.0,5.0,2024-11-12,2025-12-26,2025-12-26,True,"3A King'S Cross Road, Ox2 7Eu",OX2 7EU,3A,King'S Cross rd
24/03302/HMOMAN,"26 Outram Road, OX4 3PD",6.0,6.0,2024-11-16,2025-12-20,2025-12-20,True,"26 Outram Road, Ox4 3Pd",OX4 3PD,26,Outram rd
24/03303/HMOMAN,"16 Liddell Road, OX4 3QT",6.0,5.0,2024-11-26,2025-11-25,2025-11-25,True,"16 Liddell Road, Ox4 3Qt",OX4 3QT,16,Liddell rd
24/03304/HMOMAN,"25 Princes Street, OX4 1DD",6.0,6.0,2024-11-26,2026-01-06,2026-01-06,True,"25 Princes Street, Ox4 1Dd",OX4 1DD,25,Princes st
24/03306/HMOMAN,"20 Richmond Road, OX1 2JL",6.0,6.0,2024-11-05,2026-03-23,2026-03-23,True,"20 Richmond Road, Ox1 2Jl",OX1 2JL,20,Richmond rd
24/03311/HMOADD,"40A Great Clarendon Street, OX2 6AU",3.0,3.0,2024-11-09,2027-01-05,2027-01-05,True,"40A Great Clarendon Street, Ox2 6Au",OX2 6AU,40A,Great Clarendon st
24/03312/HMOMAN,"9 Canal Street, OX2 6BQ",8.0,8.0,2024-11-17,2025-11-16,2025-11-16,True,"9 Canal Street, Ox2 6Bq",OX2 6BQ,9,Canal st
24/03313/HMOADD,"25 Venneit Close, OX1 1HZ",3.0,,2024-11-10,2026-01-05,2026-01-05,True,"25 Venneit Close, Ox1 1Hz",OX1 1HZ,25,Venneit cl
24/03315/HMOMAN,"46 Hurst Street, OX4 1HD",7.0,7.0,2024-11-15,2027-01-22,2027-01-22,True,"46 Hurst Street, Ox4 1Hd",OX4 1HD,46,Hurst st
24/03316/HMOADD,"74 The Heyes, Gloucester Green, OX1 2BU",3.0,3.0,2024-11-16,2026-11-15,2026-11-15,True,"74 The Heyes, Gloucester Green, Ox1 2Bu",OX1 2BU,74,The Heyes
24/03317/HMOADD,"34 Fern Hill Road, OX4 2JN",3.0,,2024-11-17,2025-11-16,2025-11-16,True,"34 Fern Hill Road, Ox4 2Jn",OX4 2JN,34,Fern Hill rd
24/03318/HMOMAN,"200 Cowley Road, OX4 1UE",5.0,5.0,2024-11-15,2027-01-08,2027-01-08,True,"200 Cowley Road, Ox4 1Ue",OX4 1UE,200,Cowley rd
24/03319/HMOADD,"90 East Avenue, OX4 1XR",4.0,,2024-11-10,2027-01-05,2027-01-05,True,"90 East Avenue, Ox4 1Xr",OX4 1XR,90,East ave
24/03320/HMOADD,"48 Princes Street, OX4 1DE",3.0,,2024-11-10,2026-01-05,2026-01-05,True,"48 Princes Street, Ox4 1De",OX4 1DE,48,Princes st
24/03322/HMOMAN,"28 Boulter Street, OX4 1AX",5.0,5.0,2024-11-02,2027-01-04,2027-01-04,True,"28 Boulter Street, Ox4 1Ax",OX4 1AX,28,Boulter st
24/03323/HMOMAN,"57 Rectory Road, OX4 1BW",5.0,5.0,2024-11-22,2027-01-08,2027-01-08,True,"57 Rectory Road, Ox4 1Bw",OX4 1BW,57,Rectory rd
24/03324/HMOADD,"46 James Street, OX4 1ET",4.0,4.0,2024-11-24,2027-01-08,2027-01-08,True,"46 James Street, Ox4 1Et",OX4 1ET,46,James st
24/03326/HMOMAN,"63 Marston Street, OX4 1JU",6.0,6.0,2024-11-09,2027-01-05,2027-01-05,True,"63 Marston Street, Ox4 1Ju",OX4 1JU,63,Marston st
24/03327/HMOMAN,"7 Old Road, Headington, OX3 7JY",6.0,6.0,2024-11-09,2026-01-05,2026-01-05,True,"7 Old Road, Headington, Ox3 7Jy",OX3 7JY,7,Old rd
24/03328/HMOMAN,"61 Warwick Street, OX4 1SZ",5.0,5.0,2024-11-13,2026-07-23,2026-07-23,True,"61 Warwick Street, Ox4 1Sz",OX4 1SZ,61,Warwick st
24/03329/HMOADD,"31 Union Street, OX4 1JP",4.0,4.0,2024-11-28,2026-01-29,2026-01-29,True,"31 Union Street, Ox4 1Jp",OX4 1JP,31,Union st
24/03331/HMOADD,"26 Venneit Close, OX1 1HZ",3.0,,2024-11-27,2026-02-24,2026-02-24,True,"26 Venneit Close, Ox1 1Hz",OX1 1HZ,26,Venneit cl
24/03332/HMOADD,"20 Jeune Street, OX4 1BN",4.0,4.0,2024-11-29,2026-02-24,2026-02-24,True,"20 Jeune Street, Ox4 1Bn",OX4 1BN,20,Jeune st
24/03333/HMOADD,"9 Boulter Street, OX4 1AX",4.0,,2024-11-24,2026-07-27,2026-07-27,True,"9 Boulter Street, Ox4 1Ax",OX4 1AX,9,Boulter st
24/03334/HMOMAN,"68 Ridgefield Road, OX4 3DA",5.0,,2024-11-03,2026-01-04,2026-01-04,True,"68 Ridgefield Road, Ox4 3Da",OX4 3DA,68,Ridgefield rd
24/03337/HMOADD,"7 Clive Road, OX4 3EJ",3.0,3.0,2024-11-05,2025-11-04,2025-11-04,True,"7 Clive Road, Ox4 3Ej",OX4 3EJ,7,Clive rd
24/03338/HMOADD,"45 Donnington Bridge Road, OX4 4BA",3.0,,2024-11-05,2025-11-04,2025-11-04,True,"45 Donnington Bridge Road, Ox4 4Ba",OX4 4BA,45,Donnington Bridge rd
24/03339/HMOADD,"259 Abingdon Road, OX1 4TH",3.0,,2024-11-11,2025-11-10,2025-11-10,True,"259 Abingdon Road, Ox1 4Th",OX1 4TH,259,Abingdon rd
24/03340/HMOADD,"58 Maidcroft Road, OX4 3EW",3.0,3.0,2024-11-15,2026-04-01,2026-04-01,True,"58 Maidcroft Road, Ox4 3Ew",OX4 3EW,58,Maidcroft rd
24/03341/HMOMAN,"41 - 42 Rectory Road, OX4 1BU",10.0,10.0,2024-11-29,2025-11-28,2025-11-28,True,"41 - 42 Rectory Road, Ox4 1Bu",OX4 1BU,41,- 42 Rectory rd
24/03342/HMOADD,"34 Edgeway Road, Marston, OX3 0HE",4.0,,2024-11-05,2026-11-04,2026-11-04,True,"34 Edgeway Road, Marston, Ox3 0He",OX3 0HE,34,Edgeway rd
24/03343/HMOADD,"69 James Street, OX4 1EX",3.0,3.0,2024-11-02,2026-11-01,2026-11-01,True,"69 James Street, Ox4 1Ex",OX4 1EX,69,James st
24/03344/HMOADD,"The Flat, 254 Cowley Road, OX4 1UH",3.0,3.0,2024-11-17,2026-11-16,2026-11-16,True,"The Flat, 254 Cowley Road, Ox4 1Uh",OX4 1UH,254,The Flat
24/03345/HMOMAN,"25 Green Road, OX3 8LD",5.0,,2024-11-10,2025-11-09,2025-11-09,True,"25 Green Road, Ox3 8Ld",OX3 8LD,25,Green rd
24/03346/HMOMAN,"3 Parsons Place, OX4 1NL",5.0,5.0,2024-11-10,2026-01-29,2026-01-29,True,"3 Parsons Place, Ox4 1Nl",OX4 1NL,3,Parsons pl
24/03347/HMOMAN,"12 James Street, OX4 1ET",5.0,5.0,2024-11-10,2025-11-09,2025-11-09,True,"12 James Street, Ox4 1Et",OX4 1ET,12,James st
24/03348/HMOADD,"86 Grays Road, OX3 7PY",4.0,4.0,2024-11-10,2025-12-16,2025-12-16,True,"86 Grays Road, Ox3 7Py",OX3 7PY,86,Grays rd
24/03349/HMOADD,"169C Woodstock Road, OX2 7NA",3.0,3.0,2024-11-13,2025-11-12,2025-11-12,True,"169C Woodstock Road, Ox2 7Na",OX2 7NA,169C,Woodstock rd
24/03350/HMOMAN,"22 Cranmer Road, OX4 2QE",6.0,5.0,2024-11-06,2026-11-05,2026-11-05,True,"22 Cranmer Road, Ox4 2Qe",OX4 2QE,22,Cranmer rd
24/03351/HMOADD,"105A Bridge Street, OX2 0BD",3.0,3.0,2024-11-09,2026-01-08,2026-01-08,True,"105A Bridge Street, Ox2 0Bd",OX2 0BD,105A,Bridge st
24/03352/HMOADD,"2 Razia Apartments, 312 London Road, Headington, OX3 8D",4.0,3.0,2024-11-09,2025-11-08,2025-11-08,True,"2 Razia Apartments, 312 London Road, Headington, Ox3 8D",,2,Razia Apartments
24/03353/HMOADD,"3 Botley Road, OX2 0AA",4.0,,2024-11-03,2025-11-02,2025-11-02,True,"3 Botley Road, Ox2 0Aa",OX2 0AA,3,Botley rd
24/03354/HMOADD,"First Floor, 142 - 144 Cowley Road, OX4 1JJ",3.0,3.0,2024-11-02,2025-11-01,2025-11-01,True,"First Floor, 142 - 144 Cowley Road, Ox4 1Jj",OX4 1JJ,144,First Floor
24/03355/HMOADD,"191 Morrell Avenue, OX4 1NF",4.0,3.0,2024-11-22,2025-11-21,2025-11-21,True,"191 Morrell Avenue, Ox4 1Nf",OX4 1NF,191,Morrell ave
24/03356/HMOMAN,"28 Bullingdon Road, OX4 1QH",6.0,6.0,2024-12-01,2029-11-30,2029-11-30,True,"28 Bullingdon Road, Ox4 1Qh",OX4 1QH,28,Bullingdon rd
24/03357/HMOMAN,"4 Old Marston Road, OX3 0JP",6.0,6.0,2024-11-17,2025-11-16,2025-11-16,True,"4 Old Marston Road, Ox3 0Jp",OX3 0JP,4,Old Marston rd
24/03360/HMOMAN,"38 Morrell Avenue, OX4 1ND",5.0,,2024-11-15,2029-11-14,2029-11-14,True,"38 Morrell Avenue, Ox4 1Nd",OX4 1ND,38,Morrell ave
24/03361/HMOMAN,"68 Bodley Road, OX4 3UA",6.0,6.0,2024-11-27,2025-11-26,2025-11-26,True,"68 Bodley Road, Ox4 3Ua",OX4 3UA,68,Bodley rd
24/03363/HMOMAN,"12 Gwyneth Road, OX4 4QH",7.0,7.0,2024-11-07,2025-11-06,2025-11-06,True,"12 Gwyneth Road, Ox4 4Qh",OX4 4QH,12,Gwyneth rd
24/03364/HMOMAN,"24A Maltfield Road, OX3 9RG",5.0,5.0,2024-11-10,2025-11-09,2025-11-09,True,"24A Maltfield Road, Ox3 9Rg",OX3 9RG,24A,Maltfield rd
24/03365/HMOADD,"253 Abingdon Road, OX1 4TH",4.0,,2024-11-03,2026-12-16,2026-12-16,True,"253 Abingdon Road, Ox1 4Th",OX1 4TH,253,Abingdon rd
24/03366/HMOADD,"12A Gerard Place, OX4 3HD",4.0,,2024-11-09,2026-11-08,2026-11-08,True,"12A Gerard Place, Ox4 3Hd",OX4 3HD,12A,Gerard pl
24/03367/HMOMAN,"77 St Clement's Street, OX4 1AW",6.0,6.0,2024-11-09,2025-11-08,2025-11-08,True,"77 St Clement'S Street, Ox4 1Aw",OX4 1AW,77,st Clement'S st
24/03370/HMOMAN,"9 Sandfield Road, Headington, OX3 7RG",14.0,14.0,2024-11-02,2026-01-02,2026-01-02,True,"9 Sandfield Road, Headington, Ox3 7Rg",OX3 7RG,9,Sandfield rd
24/03372/HMOMAN,"14 Meyseys Close, OX3 7SF",5.0,,2024-11-21,2025-11-20,2025-11-20,True,"14 Meyseys Close, Ox3 7Sf",OX3 7SF,14,Meyseys cl
24/03373/HMOMAN,"107 Walton Street, OX2 6AJ",7.0,4.0,2024-11-09,2025-11-08,2025-11-08,True,"107 Walton Street, Ox2 6Aj",OX2 6AJ,107,Walton st
24/03377/HMOMAN,"95 Ridgefield Road, OX4 3BY",5.0,5.0,2024-11-23,2025-11-22,2025-11-22,True,"95 Ridgefield Road, Ox4 3By",OX4 3BY,95,Ridgefield rd
24/03378/HMOMAN,"20 Raymund Road, OX3 0SW",8.0,5.0,2024-11-02,2025-11-01,2025-11-01,True,"20 Raymund Road, Ox3 0Sw",OX3 0SW,20,Raymund rd
24/03379/HMOMAN,"3 Cricket Road, OX4 3DG",5.0,4.0,2024-11-30,2025-11-29,2025-11-29,True,"3 Cricket Road, Ox4 3Dg",OX4 3DG,3,Cricket rd
24/03381/HMOMAN,"6 Aldrich Road, OX2 7SS",10.0,8.0,2024-11-28,2025-11-27,2025-11-27,True,"6 Aldrich Road, Ox2 7Ss",OX2 7SS,6,Aldrich rd
24/03383/HMOADD,"15 Cherwell Drive, OX3 0NB",4.0,4.0,2024-11-16,2026-11-15,2026-11-15,True,"15 Cherwell Drive, Ox3 0Nb",OX3 0NB,15,Cherwell dr
24/03384/HMOMAN,"50 Bulan Road, OX3 7HT",6.0,,2024-11-16,2025-11-15,2025-11-15,True,"50 Bulan Road, Ox3 7Ht",OX3 7HT,50,Bulan rd
24/03385/HMOMAN,"7 Steep Rise, OX3 9QG",6.0,5.0,2024-11-14,2029-11-13,2029-11-13,True,"7 Steep Rise, Ox3 9Qg",OX3 9QG,7,Steep Rise
24/03387/HMOMAN,"102 Spencer Crescent, OX4 4SW",12.0,7.0,2024-11-22,2025-11-21,2025-11-21,True,"102 Spencer Crescent, Ox4 4Sw",OX4 4SW,102,Spencer Crescent
24/03389/HMOADD,"49 Maidcroft Road, OX4 3EW",4.0,4.0,2024-11-05,2025-11-04,2025-11-04,True,"49 Maidcroft Road, Ox4 3Ew",OX4 3EW,49,Maidcroft rd
24/03390/HMOMAN,"60 Bullingdon Road, OX4 1QJ",5.0,,2024-11-05,2025-11-04,2025-11-04,True,"60 Bullingdon Road, Ox4 1Qj",OX4 1QJ,60,Bullingdon rd
24/03391/HMOADD,"4 Ridgefield Road, OX4 3BS",4.0,4.0,2024-11-16,2026-11-15,2026-11-15,True,"4 Ridgefield Road, Ox4 3Bs",OX4 3BS,4,Ridgefield rd
24/03392/HMOMAN,"122 Old Road, Headington, OX3 8SX",5.0,5.0,2024-11-16,2025-11-15,2025-11-15,True,"122 Old Road, Headington, Ox3 8Sx",OX3 8SX,122,Old rd
24/03393/HMOADD,"49 Percy Street, OX4 3AF",3.0,3.0,2024-11-07,2025-11-06,2025-11-06,True,"49 Percy Street, Ox4 3Af",OX4 3AF,49,Percy st
24/03394/HMOADD,"11 Ablett Close, OX4 1XH",3.0,4.0,2024-11-11,2025-11-10,2025-11-10,True,"11 Ablett Close, Ox4 1Xh",OX4 1XH,11,Ablett cl
24/03395/HMOMAN,"10 Reliance Way, OX4 2FU",5.0,5.0,2024-11-20,2029-11-19,2029-11-19,True,"10 Reliance Way, Ox4 2Fu",OX4 2FU,10,Reliance Way
24/03396/HMOMAN,"5A St Omer Road, OX4 3HB",5.0,3.0,2024-11-05,2026-11-04,2026-11-04,True,"5A St Omer Road, Ox4 3Hb",OX4 3HB,5A,st Omer rd
24/03397/HMOADD,"9 Brookfield Crescent, Headington, OX3 0AZ",4.0,,2024-11-18,2026-11-17,2026-11-17,True,"9 Brookfield Crescent, Headington, Ox3 0Az",OX3 0AZ,9,Brookfield Crescent
